index,artist,company,length,part,song,video,views,year,album_art_url,album_title,album_year,artist_image_url,genre1,genre2
4,Spoon,Consolidated Skateboards,45 minutes,Tanner Zelinsky,I Summon You,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9F3D/92E6/941D/D26A_medium_front.jpg?cid=1676511240,Gimme Fiction,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/BBDE/8A12/BB76/1C31_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
5,RBL Posse,Consolidated Skateboards,45 minutes,Sean Gutierrez,Bounce To This,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4DA7/100E/6AE9/F2A7_medium_front.jpg?cid=339224396,Ruthless By Law,1994,,Urban,Western Hip-Hop/Rap
6,Wire,Consolidated Skateboards,45 minutes,friends,Dot Dash,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D9AD/B73D/1F2B/0136_medium_front.jpg?cid=339224396,Pink Flag [Bonus Tracks],1994,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/02DD/A8E3/660E/5302_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
7,The Stone Roses,Consolidated Skateboards,45 minutes,Olly Tyreman,Sally Cinnamon,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3213/AB99/E880/E5F3_medium_front.jpg?cid=1676511240,The Very Best Of The Stone Roses,2002,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/9A29/C3EB/339B/2FCB_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
8,Mirahachibu,Consolidated Skateboards,45 minutes,Maru,Dokoeiku,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BEC4/1F18/281F/9754_medium_front.jpg?cid=1676511240,Dust & Ashes,,,Alternative & Punk,Alternative
9,Nina Simone,Consolidated Skateboards,45 minutes,Ben Raemers,I Ain't Got No/I Got Life,Consolidated - Goin' Bananas,50681,2007,,My Baby Just Cares For Me [Disc 2],,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/DD15/5230/41CB/6BC0_medium_front.jpg?cid=339224396,Jazz,Jazz Vocals
10,Gang of Four,Consolidated Skateboards,45 minutes,team montage,Damaged Goods,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/09B6/7926/6E5E/E6F7_medium_front.jpg?cid=1676511240,Entertainment!,1979,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8A43/E82C/76FD/3B4D_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
11,Electric Light Orchestra,Consolidated Skateboards,45 minutes,Kyle Berard,Don't Bring Me Down,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/74C6/11B3/FC9F/2976_medium_front.jpg?cid=1676511240,Discovery,1979,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FA07/3730/C4AC/E494_medium_front.jpg?cid=1676511240,Rock,70's Rock
12,ZZ Top,Consolidated Skateboards,45 minutes,Mike Peterson,Sharp Dressed Man,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5F22/A31D/797D/C518_medium_front.jpg?cid=1676511240,Eliminator,1983,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FD76/09B2/B8AD/A29D_medium_front.jpg?cid=1676511240,Rock,70's Rock
13,Camáron,Consolidated Skateboards,45 minutes,Roberto Aleman intro,Alegrias,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D467/7BE6/43A1/76E5_medium_front.jpg?cid=1676511240,Paris 1987 [Live],1999,,Traditional,European Traditional
14,The Moody Blues,Consolidated Skateboards,45 minutes,Roberto Aleman,The Story In You,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BE0B/234A/CBB4/4650_medium_front.jpg?cid=339224396,Hall of Fame [Live],2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A587/1A62/00F0/D029_medium_front.jpg?cid=339224396,Rock,70's Rock
15,Junior Murvin,Consolidated Skateboards,45 minutes,credits,Police & Thieves,Consolidated - Goin' Bananas,50681,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/034C/74A6/F267/9AA3_medium_front.jpg?cid=1676511240,Police & Thieves,1977,,Other,Reggae
0,Coldplay,ID Skateboards,38 minutes,Intro #1,Life In Technicolor (Instrumental),ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/90D8/E9BA/C29B/E0F2_medium_front.jpg?cid=339224396,Viva La Vida,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/430C/06BB/555E/1258_medium_front.jpg?cid=339224396,Alternative & Punk,Brit Rock
1,Sons And Daughters,ID Skateboards,38 minutes,Intro #2,Taste The Last Girl,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E901/CFED/B751/04BA_medium_front.jpg?cid=339224396,The Repulsion Box,2006,,Alternative & Punk,Indie Rock
2,Kula Shaker,ID Skateboards,38 minutes,Rubén Gomez,Great Hosannah,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/27FD/B46A/F96B/5114_medium_front.jpg?cid=1676511240,"Peasants, Pigs & Astronauts",1999,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/5D72/75F5/7005/0E66_medium_front.jpg?cid=1676511240,Alternative & Punk,Brit Pop
3,Arcade Fire,ID Skateboards,38 minutes,Erik Batista,Keep The Car Running,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F60D/4B68/0690/A042_medium_front.jpg?cid=1676511240,Neon Bible,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A334/F25D/5D85/1FE2_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
4,The Beatles,ID Skateboards,38 minutes,Dani Millán,Love Me Do,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D68F/E599/5AD0/270A_medium_front.jpg?cid=339224396,Live At The BBC [Disc 2],1994,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0907/CA7C/7B5E/3CF8_medium_front.jpg?cid=339224396,Rock,60's Rock
5,Sharon Jones,ID Skateboards,38 minutes,Friends,Tell me,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FD1A/656E/0EDC/B99F_medium_front.jpg?cid=1676511240,"100 Days, 100 Nights",2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8E56/45F1/9CAF/8B44_medium_front.jpg?cid=1676511240,Urban,Classic R&B/Soul
6,The Sonics,ID Skateboards,38 minutes,Pau Hernández,Have Love Will Travel,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/190D/F96A/CCA5/1B06_medium_front.jpg?cid=1676511240,Here Are the Sonics,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/46E4/9C6A/D2DB/7990_medium_front.jpg?cid=1676511240,Rock,60's Rock
7,Kings Of Leon,ID Skateboards,38 minutes,Iban Martín,Fans,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CA1E/0EA9/A3DF/3C81_medium_front.jpg?cid=339224396,Because Of The Times,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FE09/87BC/BB35/E3ED_medium_front.jpg?cid=339224396,Alternative & Punk,Alternative
8,Echo & The Bunnymen,ID Skateboards,38 minutes,Nacho González #1,The Back Of Love,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/838D/76B1/80BB/DF08_medium_front.jpg?cid=1676511240,Porcupine,2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/77E7/BA35/97F6/719D_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
9,Wilson Picket,ID Skateboards,38 minutes,Nacho González #2,Sunny,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5B77/B78B/0C77/BDBF_medium_front.jpg?cid=1676511240,The Wicked Pickett,1967,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/3294/2115/A155/A179_medium_front.jpg?cid=1676511240,Urban,Classic R&B/Soul
10,The Hollies,ID Skateboards,38 minutes,Credits #1,Carrie Anne,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0AF9/376F/A92C/D739_medium_front.jpg?cid=339224396,20 Golden Greats,1978,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/81C3/6DE2/1446/93EC_medium_front.jpg?cid=339224396,Rock,60's Rock
11,Caesars,ID Skateboards,38 minutes,Credits #2,Solina,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6F00/21AC/FDE4/FA03_medium_front.jpg?cid=1676511240,Strawberry Weed [Disc 1],2008,,Alternative & Punk,Garage Rock Revival
12,Rilo Kiley,ID Skateboards,38 minutes,Trailer,Wires And Waves,ID - RoadsWeekend,14262,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2F82/0725/06D0/27F0_medium_front.jpg?cid=1676511240,Take Offs & Landings,2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A064/F229/B284/31F5_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
0,Ane Brun,,49 minutes,intro #1,What I Want,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D0E3/5F16/B71B/A864_medium_front.jpg?cid=1676511240,Spending Time With Morgan,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/64E0/92E9/E050/11E5_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
1,Ane Brun,,49 minutes,intro #2,So You Did It Again,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D0E3/5F16/B71B/A864_medium_front.jpg?cid=1676511240,Spending Time With Morgan,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/64E0/92E9/E050/11E5_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
2,Toivo Kärki,,49 minutes,Jani Laitiala intro,Täysikuu,Neighbours,14357,2006,,Liljankukka,,,Traditional,European Traditional
3,The Hives,,49 minutes,Jani Laitiala,Hate To Say I Told You So,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8C54/A82F/6E93/9D49_medium_front.jpg?cid=339224396,Veni Vidi Vicious,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8BA1/B5FC/3B4C/6FDD_medium_front.jpg?cid=339224396,Alternative & Punk,Punk
4,Palace Of Pleasure,,49 minutes,Anders Jorgensen intro,Betty Ford Here We Come,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/61CC/1708/E4B1/C2F5_medium_front.jpg?cid=1676511240,"Betty Ford, Here We Come",2001,,Electronica,"Downtempo, Lounge & Ambient"
5,Moneybrother,,49 minutes,Anders Jorgensen,Theyre Building Walls Around Us,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E7EC/970A/243C/8CCC_medium_front.jpg?cid=1676511240,To Die Alone,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/4B32/45DE/8704/C28A_medium_front.jpg?cid=1676511240,Alternative & Punk,Alternative
6,Palace Of Pleasure,,49 minutes,Street Cruising,One Night At Greniandshaugen,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/36FB/DC95/5E8D/4F99_medium_front.jpg?cid=1676511240,There Is No-One What Will Take Care Of You,1993,,Alternative & Punk,Alternative Folk
7,Bigbang,,49 minutes,Stefan Jacobsen,From Acid To Zen And Back Again,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A834/9B08/B3C4/C469_medium_front.jpg?cid=1676511240,Poetic Terrorism,2006,,Alternative & Punk,Garage Rock Revival
8,Soundtrack Of Our Lives,,49 minutes,montage,Transcedental Suicide,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8566/A7BF/12DB/C98C_medium_front.jpg?cid=1676511240,Origin Vol. 1,2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/BD7D/FB93/1273/4D8D_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
9,Ane Brun,,49 minutes,Love Eneroth intro,Drowning In Those Eyes,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D0E3/5F16/B71B/A864_medium_front.jpg?cid=1676511240,Spending Time With Morgan,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/64E0/92E9/E050/11E5_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
10,The Mellowmen,,49 minutes,Love Eneroth,Get Out Of Shape Part 1,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B866/C0DA/0FCA/F44B_medium_front.jpg?cid=1676511240,Tomorrow's Sound Today,2007,,Pop,Western Pop
11,The Mellowmen,,49 minutes,"Gabriel Engelke, Isak Sandling",Get Out Of Shape Part 1,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B866/C0DA/0FCA/F44B_medium_front.jpg?cid=1676511240,Tomorrow's Sound Today,2007,,Pop,Western Pop
12,Palace Of Pleasure,,49 minutes,Henning Braaten intro #1,Musikkpolitiets Marsj,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B021/E7E5/3922/933C_medium_front.jpg?cid=1676511240,Golden Rule Ep,2002,,Electronica,"Downtempo, Lounge & Ambient"
13,Peowns Project,,49 minutes,Henning Braaten intro #2,Track #3,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4189/8EAD/1E13/809A_medium_front.jpg?cid=1676511240,I Robot [Bonus Tracks],1977,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8EF6/94FF/D47D/DB06_medium_front.jpg?cid=1676511240,Rock,70's Rock
14,Mew,,49 minutes,Henning Braaten,Am I Wry? No,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FB60/FCA8/FE52/0524_medium_front.jpg?cid=339224396,Frengers [Bonus Tracks],2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C672/F137/E65F/99B8_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
15,Peowns Project,,49 minutes,Janne Saario intro,Track #4,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4189/8EAD/1E13/809A_medium_front.jpg?cid=1676511240,I Robot [Bonus Tracks],1977,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8EF6/94FF/D47D/DB06_medium_front.jpg?cid=1676511240,Rock,70's Rock
16,Jim Stärk,,49 minutes,Janne Saario,Morning Song,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9D89/3A0B/5EDD/0D5A_medium_front.jpg?cid=1676511240,Jim Stärk,2005,,Pop,Western Pop
17,Jim Stärk,,49 minutes,Enis Fazliov,Sleepless,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/DC3D/0BF6/808F/243B_medium_front.jpg?cid=1676511240,No Time Wasted,2003,,Pop,Western Pop
18,Palace Of Pleasure,,49 minutes,Mika Edin intro,Klynk,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B021/E7E5/3922/933C_medium_front.jpg?cid=1676511240,Golden Rule Ep,2002,,Electronica,"Downtempo, Lounge & Ambient"
19,Soundtrack Of Our Lives,,49 minutes,Mika Edin,Sister Surround,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3CE0/FE93/C0B8/F4EC_medium_front.jpg?cid=1676511240,Behind The Music [Disc 1],2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/BD7D/FB93/1273/4D8D_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
20,Sissy Wish,,49 minutes,Kristian Bomholt intro,Let Us Meet The End,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/628F/D3B9/5E58/8AD7_medium_front.jpg?cid=1676511240,You May Breathe... [Bonus Track],2004,,Pop,Western Pop
21,Sissy Wish,,49 minutes,Kristian Bomholt,The Six Feet Tall,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/628F/D3B9/5E58/8AD7_medium_front.jpg?cid=1676511240,You May Breathe... [Bonus Track],2004,,Pop,Western Pop
22,Sissy Wish,,49 minutes,Kristian Bomholt 16mm,Doubledip Atari,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/628F/D3B9/5E58/8AD7_medium_front.jpg?cid=1676511240,You May Breathe... [Bonus Track],2004,,Pop,Western Pop
23,Komeda,,49 minutes,outro,Victory Lane,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E75F/7A85/5EC4/13A6_medium_front.jpg?cid=339224396,Kokomemedada [Bonus Track],2004,,Alternative & Punk,Synth Pop
24,Sniff 'n' the Tears,,49 minutes,trailer,Driver's Seat,Neighbours,14357,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0C04/2F1D/3B42/827F_medium_front.jpg?cid=1676511240,Fickle Heart,1978,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C38F/E9D4/D591/02AC_medium_front.jpg?cid=1676511240,Rock,70's Rock
0,Calexico,Shorty's Skateboards,20 minutes,Barcelona,Tres Avisos,Shorty's - T-Stance Holmes,14386,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F72E/1697/6C01/E79F_medium_front.jpg?cid=1676511240,Hot Rail,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/32AC/5F8C/4FD0/2EAA_medium_front.jpg?cid=1676511240,Rock,Alternative Roots
1,Calexico,Shorty's Skateboards,20 minutes,Barcelona to Belgium trainride,Hot Rail,Shorty's - T-Stance Holmes,14386,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F72E/1697/6C01/E79F_medium_front.jpg?cid=339224396,Hot Rail,2000,,Rock,Alternative Roots
2,Adult,Shorty's Skateboards,20 minutes,Belgium,Marathon,Shorty's - T-Stance Holmes,14386,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3A24/CE70/69B5/A464_medium_front.jpg?cid=1676511240,Tasty,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/CA32/D487/09C6/E99B_medium_front.jpg?cid=1676511240,Pop,Western Pop
3,Flake Music,Shorty's Skateboards,20 minutes,Belgium to Paris trainride,Deluca,Shorty's - T-Stance Holmes,14386,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3C03/F325/67D6/622B_medium_front.jpg?cid=1676511240,"When You Land Here, It's Time to Return",2014,,Alternative & Punk,Indie Rock
4,Gotan Project,Shorty's Skateboards,20 minutes,France,Epoca,Shorty's - T-Stance Holmes,14386,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4DAD/D8E5/8045/2FED_medium_front.jpg?cid=1676511240,La Revancha Del Tango,2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/25E6/7F7F/9D7F/1B24_medium_front.jpg?cid=1676511240,Electronica,Electronica Fusion
5,Le Tigre,Shorty's Skateboards,20 minutes,Credits,Cry For Everything Bad That's Ever Happened,Shorty's - T-Stance Holmes,14386,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C682/D977/120A/9C2C_medium_front.jpg?cid=1676511240,Feminist Sweepstakes,2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/9454/077C/5FBB/A43A_medium_front.jpg?cid=1676511240,Electronica,Electronica Mainstream
0,Greyboy,Maple Skateboards,30 minutes,Kien Lieu #1,Robert Walter,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B521/8D35/078D/EB40_small_front.jpg?cid=1676511240,Across The Grain (With ¡Rad & Jamez! & Rad Andy),2015,,Jazz,Bebop & Modern Jazz
1,Greyboy,Maple Skateboards,30 minutes,Kien Lieu #2,Return To The Mountain,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5BC4/B267/0886/473A_medium_front.jpg?cid=339224396,Land Of The Lost,1996,,Urban,Western Hip-Hop/Rap
2,Looking Glass,Maple Skateboards,30 minutes,Aaron Snyder,Brandy (You're a Fine Girl),Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CA7C/B2AE/B501/FCF7_small_front.jpg?cid=1676511240,Brandy (You're A Fine Girl),1974,,Rock,70's Rock
3,AC/DC,Maple Skateboards,30 minutes,Jason Carney,Have A Drink On Me,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FCBA/FCB8/A360/ACE4_medium_front.jpg?cid=1676511240,Back In Black,1980,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/93C2/28D7/2C7D/B97D_medium_front.jpg?cid=1676511240,Rock,70's Rock
4,Firehose,Maple Skateboards,30 minutes,Joe McLellan,Brave Captain,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/46D0/D5F7/1CE1/51BE_medium_front.jpg?cid=1676511240,Ragin' Full-On,2006,,Alternative & Punk,Punk
5,Frankie Valli,Maple Skateboards,30 minutes,Dave Mayhew,Grease,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/29CA/8A95/581F/4A57_medium_front.jpg?cid=1676511240,Frankie Valli...Is The Word,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C9CE/2770/F701/371C_medium_front.jpg?cid=1676511240,Rock,70's Rock
6,Ozzy Osbourne,Maple Skateboards,30 minutes,Chad Knight,Crazy Train,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/32A6/2987/5D9F/58F3_medium_front.jpg?cid=1676511240,Blizzard Of Ozz,1980,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/98C0/FE59/4514/9942_medium_front.jpg?cid=1676511240,Rock,Metal
7,Nancy Sinatra & Lee Hazlewood,Maple Skateboards,30 minutes,Marc Johnson #1,Some Velvet Morning,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2249/7ECD/85B5/0E3B_medium_front.jpg?cid=1676511240,Nancy & Lee,1968,,Rock,70's Rock
8,Nina Simone,Maple Skateboards,30 minutes,Marc Johnson #2,In The Morning,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/07F4/1283/4AB7/BDBC_medium_front.jpg?cid=1676511240,'Nuff Said [Live],1968,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/DD15/5230/41CB/6BC0_medium_front.jpg?cid=1676511240,Jazz,Jazz Vocals
9,The Cables,Maple Skateboards,30 minutes,Credits,Auto Pilot,Maple - Seven Steps To Heaven,11313,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6AAB/DB89/47FB/B98C_medium_front.jpg?cid=1676511240,Rated R,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/BFBF/0FE0/7AA8/8D2E_medium_front.jpg?cid=1676511240,Rock,Hard Rock
0,Jamie Lidell,Cliché Skateboards,27 minutes,Joey Brezinski,Multiply,Cliché - Hello JoJo,48076,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9D12/76C7/D3A6/1DB1_medium_front.jpg?cid=1676511240,Multiply,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/3BB0/6B2B/E127/647F_medium_front.jpg?cid=1676511240,Urban,Classic R&B/Soul
1,Patchworks,Cliché Skateboards,27 minutes,intro,Acid Punk,Cliché - Hello JoJo,48076,2006,,Prodigy,2002,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/344F/5ED7/E4CF/8112_medium_front.jpg?cid=1676511240,Electronica,Electronica Mainstream
2,Jamie Lidell,Cliché Skateboards,27 minutes,montage,New Me,Cliché - Hello JoJo,48076,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9D12/76C7/D3A6/1DB1_medium_front.jpg?cid=1676511240,Multiply,,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/3BB0/6B2B/E127/647F_medium_front.jpg?cid=1676511240,Urban,Classic R&B/Soul
3,Kimya Dawson,Cliché Skateboards,27 minutes,credits,My Heroes,Cliché - Hello JoJo,48076,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/DFD2/1E96/A924/3561_medium_front.jpg?cid=1676511240,Hidden Vagenda,2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/B49A/5073/D93C/792D_medium_front.jpg?cid=1676511240,Alternative & Punk,Alternative Folk
0,David Bowie,SK8MAFIA,31 minutes,Jamie Palmore,Big Brother,SK8MAFIA - Best Of 2008,35463,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A3D8/2776/67EE/239B_medium_front.jpg?cid=339224396,David Live [Disc 2],1974,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FA6F/78F8/D3C2/6784_medium_front.jpg?cid=339224396,Rock,Hard Rock
1,Nas,SK8MAFIA,31 minutes,Peter Smolik & Brandon Turner,Come Get Me,SK8MAFIA - Best Of 2008,35463,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7CDF/A430/4664/62A4_medium_front.jpg?cid=339224396,Nastradamus,1999,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/3487/4FCF/31C8/F261_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
2,The Crow,SK8MAFIA,31 minutes,"Larelle Gray, Dorian Gray, Dan Connelly #1",Dippin Low Low's,SK8MAFIA - Best Of 2008,35463,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/375D/7AC9/2BB1/66C8_medium_front.jpg?cid=339224396,Jazz Anecdotes,2015,,Jazz,Bebop & Modern Jazz
3,Bullet,SK8MAFIA,31 minutes,"Larelle Gray, Dorian Gray, Dan Connelly #2",U Don't Want War,SK8MAFIA - Best Of 2008,35463,2008,,Time 2 Recop,2010,,Rock,Metal
4,Notorious B.I.G.,SK8MAFIA,31 minutes,"Gilbert Marin, John Rosenkranz, Tommy Cantrell,
Ryan Zammit, Donovan Strain, Nick Tucker",Things Done Changed,SK8MAFIA - Best Of 2008,35463,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5FA3/1F02/FFA0/0EAA_medium_front.jpg?cid=339224396,Ready To Die,1994,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FCED/CC3D/B089/848C_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
5,Jimi Hendrix,SK8MAFIA,31 minutes,Friends #1,Wait Until Tomorrow,SK8MAFIA - Best Of 2008,35463,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/DD26/4BC1/44EB/00AA_medium_front.jpg?cid=1676511240,The Ultimate Experience,1993,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/353E/6B15/521D/2FA3_medium_front.jpg?cid=1676511240,Rock,60's Rock
